PNword	review
정품	역시 그램 이 네요 15인치 랑 고민 하 다가 17인치 결정 하 고 쿠폰 뿌리 ᆯ 때 결제 하 았 는데 잘 한 것 같 아요 램 업그레이드 하 ᆯ 것 이 ᆯ 싶 기 ᆫ 하 ᆫ데 제 가 게임 을 하 지 는 않 아서 괜찮 을 것 같 아요 17인치 이 지만 가볍 어요 화면 이 크 어서 노트북 치 고 영상 보 기 도 좋 아요 윈도우 설치 도 생각 보다 쉽 었 습니다 하지만 정품 없 으시 ᆫ 분 들 은 구매 하 시 거나 미리 설치 받 는게 좋 겠 죠 
설치	역시 그램 이 네요 15인치 랑 고민 하 다가 17인치 결정 하 고 쿠폰 뿌리 ᆯ 때 결제 하 았 는데 잘 한 것 같 아요 램 업그레이드 하 ᆯ 것 이 ᆯ 싶 기 ᆫ 하 ᆫ데 제 가 게임 을 하 지 는 않 아서 괜찮 을 것 같 아요 17인치 이 지만 가볍 어요 화면 이 크 어서 노트북 치 고 영상 보 기 도 좋 아요 윈도우 설치 도 생각 보다 쉽 었 습니다 하지만 정품 없 으시 ᆫ 분 들 은 구매 하 시 거나 미리 설치 받 는게 좋 겠 죠
설치	윈도우 설치 도 생각 보다 쉽 었 습니다 하지만 정품 없 으시 ᆫ 분 들 은 구매 하 시 거나 미리 설치 받 는게 좋 겠 죠 
정품	윈도우 설치 도 생각 보다 쉽 었 습니다 하지만 정품 없 으시 ᆫ 분 들 은 구매 하 시 거나 미리 설치 받 는게 좋 겠 죠 
설치	윈도우 설치 도 생각 보다 쉽 었 습니다 하지만 정품 없 으시 ᆫ 분 들 은 구매 하 시 거나 미리 설치 받 는게 좋 겠 죠
깔	참고 로 배송 받 자마자 윈도우 부터 깔 다가 나중 에 화면 액정 불량 을 발견 하 는 바람 에 lg 서비스센터 가 서 불량 확정 판단 을 받 아 교환 받 았 습니다
설치	윈도우 가 없 는 모델 이 라서 걱정 하 았 는데 생각 보다 설치 가 어렵 지 않 아서 다행 이 었 고 지금 은 잘 설치 하 아서 사용 하 고 있 습니다 
설치	윈도우 가 없 는 모델 이 라서 걱정 하 았 는데 생각 보다 설치 가 어렵 지 않 아서 다행 이 었 고 지금 은 잘 설치 하 아서 사용 하 고 있 습니다
설치	윈도우 옵션 을 선택 하 지 않 았 지만 사진 과 같이 윈도우 비 설치 하 ᆫ 사람 도 설치 하 지 쉽 게 처음 화면 을 키 면 안내 를 하 아 주 어서 편하 게 윈도우 를 설치 하 았 습니다 
설치	윈도우 옵션 을 선택 하 지 않 았 지만 사진 과 같이 윈도우 비 설치 하 ᆫ 사람 도 설치 하 지 쉽 게 처음 화면 을 키 면 안내 를 하 아 주 어서 편하 게 윈도우 를 설치 하 았 습니다 
설치	윈도우 옵션 을 선택 하 지 않 았 지만 사진 과 같이 윈도우 비 설치 하 ᆫ 사람 도 설치 하 지 쉽 게 처음 화면 을 키 면 안내 를 하 아 주 어서 편하 게 윈도우 를 설치 하 았 습니다
설치	더불어 17 인 그램 은 받 아서 윈도우 설치 ㅎ ㅜ 확인 하 아 보 시 면 정말 화면 이 크 ㅂ니다
설치	윈도우 미 설치 모델 처음 구입 하 아 보 ㅂ니다
깔	튼튼 하 ᆫ 겉 박스 를 뜯어보 니 안 에 도 완전 튼튼 하 ᆫ 뽁뽁이 로 감싸 아서 감동 이 었 습니다 구성품 도 딱 필요 하 ᆫ 것 으로 알차 게 준비 되 어 있 었 구요 용량 추가 도 완전 저렴 하 게 추가 구매 하 ᆯ 수 있 어서 윈도우 와 필요 하 ᆫ 소프트웨어 만 깔 면 이제 완벽 하 겠 네요 모양 도 색 도 완전 간 지나 고 17인치 이 라 화면 도 크 ᆫ데 무게 는 엄청 가볍고 1석 2조 가 아니 고 1 석 10 조 네 요 사업 번창 하 시 고 잘 쓰 겠 습니다
설치	이렇 ᆯ 줄 알 았 으면 윈도우 도 설치 받 고 주문 하 ᆯ걸 그렇 었 나 보 아요
설치	배송 은 하루 만 에 오 았 고 도착 하 자마자 윈도우 와 오피스 설치 ㅎ ㅜ 사용 하 아 보 니 정말 가볍고 빠르 ㅂ니다
설치	여기 에서 윈도우 설치 하 면 자동 으로 드라이버 를 잡 아 주 ㅂ니다
설치	2 슬롯 바꾸 라고 친절히 설명 하 아 주 던데 , 당연히 그렇게 하 아서 옮기 고 윈도우 설치 하 았 습니다
설치	ㅠㅠ 이렇 ᆯ 줄 알 았 으면 윈도우 도 설치 받 고 주문 하 ᆯ걸 그렇 었 나 보 아요
설치	윈도우 는 직접 설치 하 아야 하 아서 받 자마자 설치 하 아서 사용 하 아 보 았 습니다 
설치	윈도우 는 직접 설치 하 아야 하 아서 받 자마자 설치 하 아서 사용 하 아 보 았 습니다
설치	함게 구입 하 ᆫ 윈도우 설치 도 하 었 어요
깔	아직 윈도우 를 깔 기 전 이 지만 고장 없 을 것 이 라 확신 하 ㅂ니다
탑재	안 그래도 평소 에 도 노트북 계속 사고 싶 어서 며칠 전 에 도 안녕 마트 에 가 아서 같 은 모델 로 가격 물어보 고 오 았 는데 그것 ᆫ 윈도우 에 ms 오피스 탑재 버전 이 었 기 ᆫ 하 았 지만 여기 가격 보다 것 의 50 만 원 정도 비싸 더라고요 그래서 비싸 아서 고민 하 고 있 었 습니다
설치	빅스마일데이 때 사 았 는데 싸게 잘 산 것 같 습니다 포장 도 안전하게 잘 하 아 주 시 었 어요 윈도우 설치 는 직접 하 았 는데 잘 설치 되 었 구요 역시 그램 은 가볍고 예쁘 네요 화면 도 크 어서 너무 좋 습니다 잘 사용 하 ᆯ 것 같 아요 
설치	빅스마일데이 때 사 았 는데 싸게 잘 산 것 같 습니다 포장 도 안전하게 잘 하 아 주 시 었 어요 윈도우 설치 는 직접 하 았 는데 잘 설치 되 었 구요 역시 그램 은 가볍고 예쁘 네요 화면 도 크 어서 너무 좋 습니다 잘 사용 하 ᆯ 것 같 아요
깔	윈도우 깔 고 바이오스 업데이트 에서 컴퓨터 오류 가 발생 하 아서 애 를 먹 고 시간 이 조금 지체 되 었 지만 그래도 가격 과 성능 에 만족 하 ㅂ니다
설치	아직 윈도우 를 설치 하 지 않 았 지만 전원 을 켜 어 보 니 윈도우 설치 설명서 가 나오 았 어요 
설치	아직 윈도우 를 설치 하 지 않 았 지만 전원 을 켜 어 보 니 윈도우 설치 설명서 가 나오 았 어요
설치	윈도우 를 설치 하 고 프로그램 설치 및 드라이버 설치 를 하 는데 에 있 어 서도 데스크탑 으로 사용 하 는 i5 - 8600 k 에 못지않 은 빠르 ㅁ 을 자랑 하 았 습니다 
설치	윈도우 를 설치 하 고 프로그램 설치 및 드라이버 설치 를 하 는데 에 있 어 서도 데스크탑 으로 사용 하 는 i5 - 8600 k 에 못지않 은 빠르 ㅁ 을 자랑 하 았 습니다 
설치	윈도우 를 설치 하 고 프로그램 설치 및 드라이버 설치 를 하 는데 에 있 어 서도 데스크탑 으로 사용 하 는 i5 - 8600 k 에 못지않 은 빠르 ㅁ 을 자랑 하 았 습니다
설치	화면 이 ᆫ 완전 광활 하 네요 이제 받 아서 충전 부터 하고 이것저것 하 아 보 아야 하 겠 네요 사이즈 대만족 이 ㅂ니다 300 자 이상 이 어서 추가 작성 하 게 되 네요 일 단전 에 쓰 던 타사 저렴 이 노트북 과 는 차원 이 다른 제품 마감 이 구요 ( 상판 마감 이 뜨 어서 손 베일 듯 하 었 네요 ) 엄청 깔끔 하 ㅂ니다 윈도우 설치 시 기본 Lgdna 파티션 유지 때문 에 검색 하 느라 소비 하 ᆫ 시간 을 제외 하 고 아주 깔끔 하 게 진행 되 었 습니다 다만 SSD 랑 램 8 G 추가 하 았 는데 사은품 중 SSD 장착 시 방열 판 은 장착 되 었 는지 하판 을 뜯어보 기 전 에 는 확인 을 할 수 가 없 네요 초반 에 세팅 중 에 발열 이 좀 있 는 것 같 던데 설치 는 정상 적 으로 되 었 겠 지요 아무튼 주저리주저리 ？ 이 지만 확실히 가격 값어치 는 하 는 것 같 습니다 
기본	화면 이 ᆫ 완전 광활 하 네요 이제 받 아서 충전 부터 하고 이것저것 하 아 보 아야 하 겠 네요 사이즈 대만족 이 ㅂ니다 300 자 이상 이 어서 추가 작성 하 게 되 네요 일 단전 에 쓰 던 타사 저렴 이 노트북 과 는 차원 이 다른 제품 마감 이 구요 ( 상판 마감 이 뜨 어서 손 베일 듯 하 었 네요 ) 엄청 깔끔 하 ㅂ니다 윈도우 설치 시 기본 Lgdna 파티션 유지 때문 에 검색 하 느라 소비 하 ᆫ 시간 을 제외 하 고 아주 깔끔 하 게 진행 되 었 습니다 다만 SSD 랑 램 8 G 추가 하 았 는데 사은품 중 SSD 장착 시 방열 판 은 장착 되 었 는지 하판 을 뜯어보 기 전 에 는 확인 을 할 수 가 없 네요 초반 에 세팅 중 에 발열 이 좀 있 는 것 같 던데 설치 는 정상 적 으로 되 었 겠 지요 아무튼 주저리주저리 ？ 이 지만 확실히 가격 값어치 는 하 는 것 같 습니다 
설치	화면 이 ᆫ 완전 광활 하 네요 이제 받 아서 충전 부터 하고 이것저것 하 아 보 아야 하 겠 네요 사이즈 대만족 이 ㅂ니다 300 자 이상 이 어서 추가 작성 하 게 되 네요 일 단전 에 쓰 던 타사 저렴 이 노트북 과 는 차원 이 다른 제품 마감 이 구요 ( 상판 마감 이 뜨 어서 손 베일 듯 하 었 네요 ) 엄청 깔끔 하 ㅂ니다 윈도우 설치 시 기본 Lgdna 파티션 유지 때문 에 검색 하 느라 소비 하 ᆫ 시간 을 제외 하 고 아주 깔끔 하 게 진행 되 었 습니다 다만 SSD 랑 램 8 G 추가 하 았 는데 사은품 중 SSD 장착 시 방열 판 은 장착 되 었 는지 하판 을 뜯어보 기 전 에 는 확인 을 할 수 가 없 네요 초반 에 세팅 중 에 발열 이 좀 있 는 것 같 던데 설치 는 정상 적 으로 되 었 겠 지요 아무튼 주저리주저리 ？ 이 지만 확실히 가격 값어치 는 하 는 것 같 습니다
설치	윈도우 는 이전 에 가지 고 있 던 것 이 있 어서 설치 를 하 았 더니 딱 좋 습니다
정품	윈도우 정품 으로 설치 하 고 내장 되 ᆫ lg 프로그램 으로 드라이버 까지 자동 으로 다 깔리 어서 편하 게 초기 설정 완료 하 았 습니다 
설치	윈도우 정품 으로 설치 하 고 내장 되 ᆫ lg 프로그램 으로 드라이버 까지 자동 으로 다 깔리 어서 편하 게 초기 설정 완료 하 았 습니다 
깔리	윈도우 정품 으로 설치 하 고 내장 되 ᆫ lg 프로그램 으로 드라이버 까지 자동 으로 다 깔리 어서 편하 게 초기 설정 완료 하 았 습니다
설치	우선 윈도우 를 설치 하 는 과정 에서 특별 하 ᆫ 문제점 은 발견 되 지 않 았 습니다
설치	지금 막 윈도우 설치 하 고 드라이버 깔 고 간단 하 ᆫ 웹서핑 테스트 해보 니 역시 빠르 고 좋 기 ᆫ 좋 네요 
깔	지금 막 윈도우 설치 하 고 드라이버 깔 고 간단 하 ᆫ 웹서핑 테스트 해보 니 역시 빠르 고 좋 기 ᆫ 좋 네요
설치	물건 잘 받 아서 어제 윈도우 설치 하 고 사용 하 아 보 았 습니다
설치	윈도우 설치 도 잘 되 고 , 빠르 고 , 무엇 보다 도 17인치 화면 이 ᆫ데 이렇게 가볍 ᆯ 수 있 다는 게 신기 하 ㅂ니다
깔	직접 윈도우 를 깔 고 이것저것 테스트 해보 니
설치	받 자 말 자 윈도우 를 설치 를 하 고 노트북 을 딱 켜 엇 는데 오 아 , , , 지금 까지 보 지 못하 았 던 신세계 가 펼쳐지 었 어요
설치	윈도우 설치 하 고 작동 하 아 보 니 넘 빠르 고 화질 도 좋 고 너무 좋 네요
설치	첨 구입 하 았 을 때 바로 다음날 배송 받 았 고 윈도우 직접 설치 하 면서 추가 구매 하 ᆫ ssd 확인 이 어렵 어 문의 드리 었 는데 전화 로 설명 도 자세히 하 아 주 시 어서 바로 확인 하 았 어요
설치	윈도우 설치 하 며 SSD 파티션 을 무심코 삭제 하 아 버리 었 다가 개 고생 하 았 네요
